App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
8fit Workouts & Meal Planner,"I thought would great sand first day I liked it. Then updated completely lost meal plan. It even said July 25th: ""There meals planned day. Your meal plan starts July 23rd."" Huh?!? So I'm supposed stsrve today?",Positive,0.44375,0.570833333
8fit Workouts & Meal Planner,They best customer reps there. I issue Rep went beyond I wanted. I also perks Pro member I honestly say workouts eating meal plan best! My suggestion would option reset meal plan case miss whole day.,Positive,0.7,0.475
8fit Workouts & Meal Planner,"So far love app. It everything meal plans catered dietary restrictions, great workouts videos. And logging activity list amazing... From climbing dance tennis. So whatever sport log it!",Positive,0.5375,0.8125
8fit Workouts & Meal Planner,So I downloaded 3 days without able sign in. I tried signing fb account take back what's goal/sign page. I've tried creating new account still able sign in. I've uninstalled installed nothing,Positive,0.284090909,0.426136364
8fit Workouts & Meal Planner,"Great get quick workout anytime anywhere. Spent extra meal planning part wish I hadn't. Not user friendly matter setting I picked, trouble finding day worth food I would like eat.",Positive,0.21547619,0.321428571
8fit Workouts & Meal Planner,"As mom 2, it's hard find time work out. I love workouts short based current fitness ability. And there's talking, nice kids running around screaming. I wish optional stretch session workout.",Positive,0.161666667,0.568333333
8fit Workouts & Meal Planner,I upgraded free plan subscription plan however I can't access upgrade app. An error message appears saying I've already purchased subscription. How frustrating! I sent message support team via I'm still waiting response.,Negative,-0.05,0.85
8fit Workouts & Meal Planner,"Charged 60$ year account disabled day later, reported edit: That lie I created ticket 6614 help desk refund posted yet. All ignore help desk message cancel subscription. Your messages section either, I'm sure expecting check messages ""in app"". edit 2: acknowledging I subscription now, still communications help desk ticket",Positive,0.1,0.396296296
8fit Workouts & Meal Planner,"After two days using app, simply stopped working. Once opened, whatever I tap white blank, I wait nothing appears, there's way I continue work outs. I uninstalled installed I result :/",Negative,-0.0625,0.339285714
8fit Workouts & Meal Planner,Edit: I've contact help desk received refund. Thanks quick reply. I deleted account. The fine itself. Just me. Mostly unhappy charged straight away.,Positive,0.11,0.5
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,I've using two weeks I love it. A couple times music stopped workout I deal that. Today music stopped workout crashed I trying save progress. After took two three tries load continues crash trying load music I finish. I hope it'll fixed soon I love working 8fit everyday. Thanks :),Positive,0.214285714,0.514285714
8fit Workouts & Meal Planner,"Great mini workouts I'm absolutely soaked sweat one. However, I moderate severe osteoarthritis workouts almost impossible although I suck deal pain I know important get every pound I knees. I think three pounds pressure every pound weight.",Positive,0.146666667,0.87
8fit Workouts & Meal Planner,"I love app, thing I would like changed better meal tracking. The meal planning great, can't add meals items track calories whatnot, enter breakfast healthy unhealthy.",Positive,0.38,0.61
8fit Workouts & Meal Planner,"I really looking forward using sadly took ages load anything eventhough internet fine, work it. Deleted I even used it. Shame.",Positive,0.038888889,0.566666667
8fit Workouts & Meal Planner,"As mom 3 small kids, writing workout schedule meal plan (not mention grocery lists, taking kids store cooking boring healthy food) much extra work. This first I've found takes work life me! They workout plans videos timer built in, art shows you. It records many exercises many calories burned self. But I love meal plans! You pick type diet want foods know like, set meals make grocery list you!! That amazing. I'm glad I found app!",Positive,0.27640625,0.583333333
8fit Workouts & Meal Planner,Amazing! Its free teaches us build muscle helps us weight loss. Someday going see soccer field playing Barcelona Argentina.,Positive,0.575,0.85
8fit Workouts & Meal Planner,"So far days. I enjoyed much. A mother 4, little hard get away. The comfort bringing workout home awesome.",Positive,0.220138889,0.656944444
8fit Workouts & Meal Planner,"I like app, would much better could record Body measurements (no good health - why??) And also able add fat muscle content weight. That calculate BMI too. One comment; I want leave press back button never let's leave app.. I stuck go task manager close down.",Positive,0.098888889,0.402777778
8fit Workouts & Meal Planner,I love much. They offer guided workouts videos sound effects without paying kind monthly fee. The workouts usually like 12 minutes fit I'm throughout day.,Positive,0.308333333,0.458333333
8fit Workouts & Meal Planner,"Love app! Disappointed morning load workout screen, let enter activities last update.",Negative,-0.041666667,0.472222222
8fit Workouts & Meal Planner,Love app! It gave difficulty right sections change hard was. It also gets information needs envasive. Highly recommend it!,Positive,0.204761905,0.554345238
8fit Workouts & Meal Planner,I diagnosed degenerative disc disease & exercise best thing help symptoms. I needed something simple start PERFECTLY SIMPLE!,Positive,0.333333333,0.338095238
8fit Workouts & Meal Planner,Can u fix ? I accept new term hangs says network error tried mulpiple wi fi data think error pls,Positive,0.136363636,0.454545455
8fit Workouts & Meal Planner,Have 4 hrs doesnt work. Meal plan set wont change start date. It spins spins. Tried cancel subscription wouldn't either. Had cancel Google Play still cost $30 for.....a buggy frustration helpful.,Neutral,0,0
8fit Workouts & Meal Planner,"I'm since 4 weeks today. So far I lost 5,9 kgs, waist 5cm smaller. I pro account, however I'm following nutrition plan, bit (~1400 kcal day, 30% protein, 30%carbs 40%fat). Workouts good. Gave 4 stars, log, I'm using MyFitnessPal paper notebook well. Shows progress nicely. You save fav meals (pro), unlock extra workouts (pro). So overall good, I'm really missing food/workout log (just like others).",Positive,0.211111111,0.438888889
8fit Workouts & Meal Planner,"I days I still getting hang it, far I really like it! The workouts perfect me, time intensity!:) I say, I believe I burned many calories claims workouts that's okay I know I DID put work!",Positive,0.495833333,0.7
8fit Workouts & Meal Planner,So far good.... I've using 1 week pretty cool. The workouts pretty tough (but super fun) I recommended several friends. I'm phase 2 we'll see goes. I wish meals included free app...,Positive,0.229444444,0.675
8fit Workouts & Meal Planner,Edit: Excellent for. Had unpleasant surprise regarding bank account charged team easy contact fix mistake.,Positive,0.261111111,0.927777778
8fit Workouts & Meal Planner,"I love workouts app, calorie burn statistics way unrealistic. No burn 400+ calories 12 minute workout.",Neutral,0,0.8
8fit Workouts & Meal Planner,"Overall good, tried free version. I like I need pause workout I can't actually leave unless I want start workout over. Also, I'm sure voice coaching...I like sounds let know next move coming would helpful voice said move switch too. I also wish gave previews meals like could get idea without try premium period",Positive,0.266666667,0.398148148
8fit Workouts & Meal Planner,I've trying pass 4th workout section 3 times every time I want save workout make error something I can't save,Neutral,0,0
8fit Workouts & Meal Planner,Just starting & workouts great. No equipment needed. Not long I fit in. I used meal plan part.,Positive,0.30625,0.4125
8fit Workouts & Meal Planner,"I've using week now, I already disciplined working out. The scheduling feature great, I love move shown short video clip. P.S, I robot ha.",Positive,0.433333333,0.55
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,Update broke it. No email still broke.,Neutral,0,0
8fit Workouts & Meal Planner,"I love app. Has plenty completely doable recipes, like complicated wall recipes plan. A variation work routines, broken 8 20 minutes, minutes. I also started yoga sessions added. All plans beginner level, feel like behind even get started.",Negative,-0.14,0.62
8fit Workouts & Meal Planner,"I love 8fit! I 1 yr pro membership pretty cheap things considered. I lot allergies dont good guide time. Workouts great lots different choices including yoga specific body workouts. Short workouts true payoff, always amazing! Would definately recommend!",Positive,0.40625,0.6225
8fit Workouts & Meal Planner,"Absolutely love it! I exercises baby he's clingy, he'll thinks I'm playing. The music selection great, recipes awesome I love cater vegan diet well. I fun workouts done I realize. I change suit injuries, articles informative. I could never stick workouts I would get bored overwhelmed quit, makes everything easy seamless!",Positive,0.410416667,0.635416667
8fit Workouts & Meal Planner,I really like app. I train everyday lately everytime updates starts acting up. It takes forever load workout delay moving next exercise. I've completed workout today would let save progress. The option gave delete workout I did. I really hope fix problem soon.,Negative,-0.016666667,0.266666667
8fit Workouts & Meal Planner,"I thought would great sand first day I liked it. Then updated completely lost meal plan. It even said July 25th: ""There meals planned day. Your meal plan starts July 23rd."" Huh?!? So I'm supposed stsrve today?",Positive,0.44375,0.570833333
8fit Workouts & Meal Planner,They best customer reps there. I issue Rep went beyond I wanted. I also perks Pro member I honestly say workouts eating meal plan best! My suggestion would option reset meal plan case miss whole day.,Positive,0.7,0.475
8fit Workouts & Meal Planner,"So far love app. It everything meal plans catered dietary restrictions, great workouts videos. And logging activity list amazing... From climbing dance tennis. So whatever sport log it!",Positive,0.5375,0.8125
8fit Workouts & Meal Planner,So I downloaded 3 days without able sign in. I tried signing fb account take back what's goal/sign page. I've tried creating new account still able sign in. I've uninstalled installed nothing,Positive,0.284090909,0.426136364
8fit Workouts & Meal Planner,"Great get quick workout anytime anywhere. Spent extra meal planning part wish I hadn't. Not user friendly matter setting I picked, trouble finding day worth food I would like eat.",Positive,0.21547619,0.321428571
8fit Workouts & Meal Planner,"As mom 2, it's hard find time work out. I love workouts short based current fitness ability. And there's talking, nice kids running around screaming. I wish optional stretch session workout.",Positive,0.161666667,0.568333333
8fit Workouts & Meal Planner,I upgraded free plan subscription plan however I can't access upgrade app. An error message appears saying I've already purchased subscription. How frustrating! I sent message support team via I'm still waiting response.,Negative,-0.05,0.85
8fit Workouts & Meal Planner,"Charged 60$ year account disabled day later, reported edit: That lie I created ticket 6614 help desk refund posted yet. All ignore help desk message cancel subscription. Your messages section either, I'm sure expecting check messages ""in app"". edit 2: acknowledging I subscription now, still communications help desk ticket",Positive,0.1,0.396296296
8fit Workouts & Meal Planner,"After two days using app, simply stopped working. Once opened, whatever I tap white blank, I wait nothing appears, there's way I continue work outs. I uninstalled installed I result :/",Negative,-0.0625,0.339285714
8fit Workouts & Meal Planner,Edit: I've contact help desk received refund. Thanks quick reply. I deleted account. The fine itself. Just me. Mostly unhappy charged straight away.,Positive,0.11,0.5
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,I've using two weeks I love it. A couple times music stopped workout I deal that. Today music stopped workout crashed I trying save progress. After took two three tries load continues crash trying load music I finish. I hope it'll fixed soon I love working 8fit everyday. Thanks :),Positive,0.214285714,0.514285714
8fit Workouts & Meal Planner,"Great mini workouts I'm absolutely soaked sweat one. However, I moderate severe osteoarthritis workouts almost impossible although I suck deal pain I know important get every pound I knees. I think three pounds pressure every pound weight.",Positive,0.146666667,0.87
8fit Workouts & Meal Planner,"I love app, thing I would like changed better meal tracking. The meal planning great, can't add meals items track calories whatnot, enter breakfast healthy unhealthy.",Positive,0.38,0.61
8fit Workouts & Meal Planner,"I really looking forward using sadly took ages load anything eventhough internet fine, work it. Deleted I even used it. Shame.",Positive,0.038888889,0.566666667
8fit Workouts & Meal Planner,"As mom 3 small kids, writing workout schedule meal plan (not mention grocery lists, taking kids store cooking boring healthy food) much extra work. This first I've found takes work life me! They workout plans videos timer built in, art shows you. It records many exercises many calories burned self. But I love meal plans! You pick type diet want foods know like, set meals make grocery list you!! That amazing. I'm glad I found app!",Positive,0.27640625,0.583333333
8fit Workouts & Meal Planner,Amazing! Its free teaches us build muscle helps us weight loss. Someday going see soccer field playing Barcelona Argentina.,Positive,0.575,0.85
8fit Workouts & Meal Planner,"So far days. I enjoyed much. A mother 4, little hard get away. The comfort bringing workout home awesome.",Positive,0.220138889,0.656944444
8fit Workouts & Meal Planner,"I like app, would much better could record Body measurements (no good health - why??) And also able add fat muscle content weight. That calculate BMI too. One comment; I want leave press back button never let's leave app.. I stuck go task manager close down.",Positive,0.098888889,0.402777778
8fit Workouts & Meal Planner,I love much. They offer guided workouts videos sound effects without paying kind monthly fee. The workouts usually like 12 minutes fit I'm throughout day.,Positive,0.308333333,0.458333333
8fit Workouts & Meal Planner,"Love app! Disappointed morning load workout screen, let enter activities last update.",Negative,-0.041666667,0.472222222
8fit Workouts & Meal Planner,Love app! It gave difficulty right sections change hard was. It also gets information needs envasive. Highly recommend it!,Positive,0.204761905,0.554345238
8fit Workouts & Meal Planner,I diagnosed degenerative disc disease & exercise best thing help symptoms. I needed something simple start PERFECTLY SIMPLE!,Positive,0.333333333,0.338095238
8fit Workouts & Meal Planner,Can u fix ? I accept new term hangs says network error tried mulpiple wi fi data think error pls,Positive,0.136363636,0.454545455
8fit Workouts & Meal Planner,Have 4 hrs doesnt work. Meal plan set wont change start date. It spins spins. Tried cancel subscription wouldn't either. Had cancel Google Play still cost $30 for.....a buggy frustration helpful.,Neutral,0,0
8fit Workouts & Meal Planner,"I'm since 4 weeks today. So far I lost 5,9 kgs, waist 5cm smaller. I pro account, however I'm following nutrition plan, bit (~1400 kcal day, 30% protein, 30%carbs 40%fat). Workouts good. Gave 4 stars, log, I'm using MyFitnessPal paper notebook well. Shows progress nicely. You save fav meals (pro), unlock extra workouts (pro). So overall good, I'm really missing food/workout log (just like others).",Positive,0.211111111,0.438888889
8fit Workouts & Meal Planner,"I days I still getting hang it, far I really like it! The workouts perfect me, time intensity!:) I say, I believe I burned many calories claims workouts that's okay I know I DID put work!",Positive,0.495833333,0.7
8fit Workouts & Meal Planner,So far good.... I've using 1 week pretty cool. The workouts pretty tough (but super fun) I recommended several friends. I'm phase 2 we'll see goes. I wish meals included free app...,Positive,0.229444444,0.675
8fit Workouts & Meal Planner,Edit: Excellent for. Had unpleasant surprise regarding bank account charged team easy contact fix mistake.,Positive,0.261111111,0.927777778
8fit Workouts & Meal Planner,"I love workouts app, calorie burn statistics way unrealistic. No burn 400+ calories 12 minute workout.",Neutral,0,0.8
8fit Workouts & Meal Planner,"Overall good, tried free version. I like I need pause workout I can't actually leave unless I want start workout over. Also, I'm sure voice coaching...I like sounds let know next move coming would helpful voice said move switch too. I also wish gave previews meals like could get idea without try premium period",Positive,0.266666667,0.398148148
8fit Workouts & Meal Planner,I've trying pass 4th workout section 3 times every time I want save workout make error something I can't save,Neutral,0,0
8fit Workouts & Meal Planner,Just starting & workouts great. No equipment needed. Not long I fit in. I used meal plan part.,Positive,0.30625,0.4125
8fit Workouts & Meal Planner,"I've using week now, I already disciplined working out. The scheduling feature great, I love move shown short video clip. P.S, I robot ha.",Positive,0.433333333,0.55
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,Update broke it. No email still broke.,Neutral,0,0
8fit Workouts & Meal Planner,"Absolutely love it! I exercises baby he's clingy, he'll thinks I'm playing. The music selection great, recipes awesome I love cater vegan diet well. I fun workouts done I realize. ... Full Review",Positive,0.595833333,0.616666667
8fit Workouts & Meal Planner,"I love 8fit! I 1 yr pro membership pretty cheap things considered. I lot allergies dont good guide time. Workouts great lots different choices including yoga specific body workouts. Short workouts true payoff, always amazing! Would definately recommend!",Positive,0.40625,0.6225
8fit Workouts & Meal Planner,I really like app. I train everyday lately everytime updates starts acting up. It takes forever load workout delay moving next exercise. I've completed workout today would let save progress. The option gave delete workout I did. I really hope fix problem soon.,Negative,-0.016666667,0.266666667
8fit Workouts & Meal Planner,"I thought would great sand first day I liked it. Then updated completely lost meal plan. It even said July 25th: ""There meals planned day. Your meal plan starts July 23rd."" Huh?!? So I'm supposed stsrve today?",Positive,0.44375,0.570833333
8fit Workouts & Meal Planner,They best customer reps there. I issue Rep went beyond I wanted. I also perks Pro member I honestly say workouts eating meal plan best! My suggestion would option reset meal plan case miss whole day.,Positive,0.7,0.475
8fit Workouts & Meal Planner,"So far love app. It everything meal plans catered dietary restrictions, great workouts videos. And logging activity list amazing... From climbing dance tennis. So whatever sport log it!",Positive,0.5375,0.8125
8fit Workouts & Meal Planner,So I downloaded 3 days without able sign in. I tried signing fb account take back what's goal/sign page. I've tried creating new account still able sign in. I've uninstalled installed nothing,Positive,0.284090909,0.426136364
8fit Workouts & Meal Planner,"Great get quick workout anytime anywhere. Spent extra meal planning part wish I hadn't. Not user friendly matter setting I picked, trouble finding day worth food I would like eat.",Positive,0.21547619,0.321428571
8fit Workouts & Meal Planner,"As mom 2, it's hard find time work out. I love workouts short based current fitness ability. And there's talking, nice kids running around screaming. I wish optional stretch session workout.",Positive,0.161666667,0.568333333
8fit Workouts & Meal Planner,"Charged 60$ year account disabled day later, reported edit: That lie I created ticket 6614 help desk refund posted yet. All ignore help desk message cancel subscription. Your messages section either, I'm sure expecting check messages ""in app"". edit 2: acknowledging I subscription now, still communications help desk ticket",Positive,0.1,0.396296296
8fit Workouts & Meal Planner,"After two days using app, simply stopped working. Once opened, whatever I tap white blank, I wait nothing appears, there's way I continue work outs. I uninstalled installed I result :/",Negative,-0.0625,0.339285714
8fit Workouts & Meal Planner,Edit: I've contact help desk received refund. Thanks quick reply. I deleted account. The fine itself. Just me. Mostly unhappy charged straight away.,Positive,0.11,0.5
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,I've using two weeks I love it. A couple times music stopped workout I deal that. Today music stopped workout crashed I trying save progress. After took two three tries load continues crash trying load music I finish. I hope it'll fixed soon I love working 8fit everyday. Thanks :),Positive,0.214285714,0.514285714
8fit Workouts & Meal Planner,"Great mini workouts I'm absolutely soaked sweat one. However, I moderate severe osteoarthritis workouts almost impossible although I suck deal pain I know important get every pound I knees. I think three pounds pressure every pound weight.",Positive,0.146666667,0.87
8fit Workouts & Meal Planner,"I love app, thing I would like changed better meal tracking. The meal planning great, can't add meals items track calories whatnot, enter breakfast healthy unhealthy.",Positive,0.38,0.61
8fit Workouts & Meal Planner,"I really looking forward using sadly took ages load anything eventhough internet fine, work it. Deleted I even used it. Shame.",Positive,0.038888889,0.566666667
8fit Workouts & Meal Planner,"As mom 3 small kids, writing workout schedule meal plan (not mention grocery lists, taking kids store cooking boring healthy food) much extra work. This first I've found takes work life me! They workout plans videos timer built in, art shows you. It records many exercises many calories burned self. But I love meal plans! You pick type diet want foods know like, set meals make grocery list you!! That amazing. I'm glad I found app!",Positive,0.27640625,0.583333333
8fit Workouts & Meal Planner,Amazing! Its free teaches us build muscle helps us weight loss. Someday going see soccer field playing Barcelona Argentina.,Positive,0.575,0.85
8fit Workouts & Meal Planner,"So far days. I enjoyed much. A mother 4, little hard get away. The comfort bringing workout home awesome.",Positive,0.220138889,0.656944444
8fit Workouts & Meal Planner,I love much. They offer guided workouts videos sound effects without paying kind monthly fee. The workouts usually like 12 minutes fit I'm throughout day.,Positive,0.308333333,0.458333333
8fit Workouts & Meal Planner,"Love app! Disappointed morning load workout screen, let enter activities last update.",Negative,-0.041666667,0.472222222
8fit Workouts & Meal Planner,Love app! It gave difficulty right sections change hard was. It also gets information needs envasive. Highly recommend it!,Positive,0.204761905,0.554345238
8fit Workouts & Meal Planner,I diagnosed degenerative disc disease & exercise best thing help symptoms. I needed something simple start PERFECTLY SIMPLE!,Positive,0.333333333,0.338095238
8fit Workouts & Meal Planner,Can u fix ? I accept new term hangs says network error tried mulpiple wi fi data think error pls,Positive,0.136363636,0.454545455
8fit Workouts & Meal Planner,Have 4 hrs doesnt work. Meal plan set wont change start date. It spins spins. Tried cancel subscription wouldn't either. Had cancel Google Play still cost $30 for.....a buggy frustration helpful.,Neutral,0,0
8fit Workouts & Meal Planner,"I'm since 4 weeks today. So far I lost 5,9 kgs, waist 5cm smaller. I pro account, however I'm following nutrition plan, bit (~1400 kcal day, 30% protein, 30%carbs 40%fat). Workouts good. Gave 4 stars, log, I'm using MyFitnessPal paper notebook well. Shows progress nicely. You save fav meals (pro), unlock extra workouts (pro). So overall good, I'm really missing food/workout log (just like others).",Positive,0.211111111,0.438888889
8fit Workouts & Meal Planner,So far good.... I've using 1 week pretty cool. The workouts pretty tough (but super fun) I recommended several friends. I'm phase 2 we'll see goes. I wish meals included free app...,Positive,0.229444444,0.675
8fit Workouts & Meal Planner,Edit: Excellent for. Had unpleasant surprise regarding bank account charged team easy contact fix mistake.,Positive,0.261111111,0.927777778
8fit Workouts & Meal Planner,"I love workouts app, calorie burn statistics way unrealistic. No burn 400+ calories 12 minute workout.",Neutral,0,0.8
8fit Workouts & Meal Planner,"Overall good, tried free version. I like I need pause workout I can't actually leave unless I want start workout over. Also, I'm sure voice coaching...I like sounds let know next move coming would helpful voice said move switch too. I also wish gave previews meals like could get idea without try premium period",Positive,0.266666667,0.398148148
8fit Workouts & Meal Planner,I've trying pass 4th workout section 3 times every time I want save workout make error something I can't save,Neutral,0,0
8fit Workouts & Meal Planner,Just starting & workouts great. No equipment needed. Not long I fit in. I used meal plan part.,Positive,0.30625,0.4125
8fit Workouts & Meal Planner,"I've using week now, I already disciplined working out. The scheduling feature great, I love move shown short video clip. P.S, I robot ha.",Positive,0.433333333,0.55
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,Update broke it. No email still broke.,Neutral,0,0
8fit Workouts & Meal Planner,"It's great way stay motivated. Short workouts long ones, either way, get fitness day.",Positive,0.25,0.483333333
8fit Workouts & Meal Planner,"open first - wanted try 30 days see I thought, I open cancel subscription (uninstalling cancel it) I charged using even work D:",Positive,0.083333333,0.444444444
8fit Workouts & Meal Planner,"Love, love love everything this! The thing is, I wish way cast workouts smart tv order follow exercises ease.",Positive,0.459821429,0.610714286
8fit Workouts & Meal Planner,Really great I would recommend it. Got sweating like heatwave. THANK YOU,Positive,0.8,0.75
8fit Workouts & Meal Planner,"It work, I'm sure phone. I want try let continue first screen, I can't even create account, says ""network error"" I checked WiFi ok. Can help me?",Positive,0.416666667,0.574074074
8fit Workouts & Meal Planner,Keeps freezing user agreement. I 4 bars wifi. Tried restarting phone 4 times every time still freezes user agreement,Neutral,0,0
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,"The workouts right me, based parameters I put setting up. Love getting bored routine every day, decide exercises day, let vary me.",Positive,0.095238095,0.711904762
8fit Workouts & Meal Planner,I signed free trials charged suddenly 1 year. What heck? I already stop using even get notified I'm going charged whole year 78$!!!!!!!!,Positive,0.466666667,0.566666667
8fit Workouts & Meal Planner,Love app. Gets sweating gives workouts able easy. Definitely would recommend can't afford gym membership.,Positive,0.358333333,0.639583333
8fit Workouts & Meal Planner,"Just beginning personalized workouts meals spot on, feels like It's personalized trainer nutritionist less cost...I rated four first week",Positive,0.041666667,0.2
8fit Workouts & Meal Planner,"For now I am with the free plan it seems great exercise routine that needs to be done, I hope to maintain that pace to get the expected results",Positive,0.366666667,0.65
8fit Workouts & Meal Planner,It's great except often network problem often work.....very frustrating paying something gives trouble.,Positive,0.066666667,0.616666667
8fit Workouts & Meal Planner,"I used I charged $60 annual fee consent. I requested assistance yet contacted. Please give refund. I charged I use, given consent charge account",Neutral,0,0
8fit Workouts & Meal Planner,"Love app, I free version exercise routines, love quick easy fit day. Also like reminders. Just wish could play music accompany exercises.",Positive,0.427777778,0.622222222
8fit Workouts & Meal Planner,"This useless, keeps saying network error I even begin definitely network connection",Negative,-0.25,0.35
8fit Workouts & Meal Planner,"I love meal planning feature and, purchase membership, emails grocery list! The activities schedules intense effective. The meals tasty enjoyable.",Positive,0.48125,0.75
8fit Workouts & Meal Planner,"Amazing app, I needed help get motivated. The exercises really good food delicious. Great I customize everything personal day day life.",Positive,0.62,0.71
8fit Workouts & Meal Planner,"Its really good app, started works great, gonna observe days purchase premium. But although still free, kinda loving",Positive,0.625,0.775
8fit Workouts & Meal Planner,I LOVE can't I save workouts get blue sticker.. frustrating!!! please fix,Negative,-0.09375,0.533333333
8fit Workouts & Meal Planner,"These tabata workouts killer. Love person trainer vibe app. It's great workout start lift day with, gets core extremis good hot",Positive,0.5625,0.7
8fit Workouts & Meal Planner,Workout reminder helpful exercises hard someone kinda shape!,Negative,-0.364583333,0.541666667
8fit Workouts & Meal Planner,I love app.It's useful.,Positive,0.4,0.3
8fit Workouts & Meal Planner,I surprised much calories burn 9minutes.....i would recommend anyone everyone wants stay healthy fit.,Positive,0.28,0.42
8fit Workouts & Meal Planner,I've never used this. I've tried cancel account I'm still charged.,Neutral,0,0
8fit Workouts & Meal Planner,It great app. It keeps motivated nice say done submit. You really feel like accomplished something !,Positive,0.4625,0.6125
8fit Workouts & Meal Planner,Too bad nutrition plan pay.i budget,Negative,-0.7,0.666666667
8fit Workouts & Meal Planner,"love recipes preferences, exercise sessions pace pick music. making journey pleasant!",Positive,0.708333333,0.783333333
8fit Workouts & Meal Planner,"I can't sign up!!! Keeps saying ""error connecting server.try again"" Yet connection fine, working well.",Positive,0.416666667,0.5
8fit Workouts & Meal Planner,Really handy workout app. Love different levels helps getting small rewards exercise say I'm making progress,Positive,0.2125,0.625
8fit Workouts & Meal Planner,This fantastic provides many workout videos choose even specific ones target certain areas. Best NO ADS! Love it!!!,Positive,0.515141369,0.499404762
8fit Workouts & Meal Planner,Honestly really great start someone overweight unfit looking change lifestyle.,Positive,0.8,0.75
8fit Workouts & Meal Planner,"I recently started using app, I really enjoy it. It's suited personal goals needs perfect!",Positive,0.35,0.5125
8fit Workouts & Meal Planner,I truly delighted! I needed able get back shape yoga lessons send incredibly free mind state! This amazing!,Positive,0.525,0.605
8fit Workouts & Meal Planner,Wow second day I'm sweaty,Positive,0.05,0.5
8fit Workouts & Meal Planner,"A fab way getting daily exercise in, (aside certain extras meal plan) completely free!",Positive,0.238095238,0.457142857
8fit Workouts & Meal Planner,"Easy start, much start eventually ramp more. Meal planning super helpful. Love notifications keep accountable.",Positive,0.393333333,0.56
8fit Workouts & Meal Planner,"Short intense workouts, perfect someone who's ready spend hours gym lots cash fitness plan!",Positive,0.3625,0.7
8fit Workouts & Meal Planner,I really enjoying keeping game requires lot less thinking I stay focused.,Negative,-0.022222222,0.355555556
8fit Workouts & Meal Planner,I'm day 2. Very easy follow realistic goals suit needs. So far great!,Positive,0.4575,0.770833333
8fit Workouts & Meal Planner,"Great beginners workout wanting start gym. Do 30 days first, add gym next 30 days!!",Positive,0.35,0.361111111
8fit Workouts & Meal Planner,Great daily workouts mom's much time workout. I mine I put little bed.,Positive,0.203125,0.3625
8fit Workouts & Meal Planner,This good! I've finally found combines meal plan exercise plan. The meals delicious & workouts invigorating!,Positive,0.625,0.866666667
8fit Workouts & Meal Planner,Love shows exercises love usually less 10 minutes. Great busy person!,Positive,0.351666667,0.463333333
8fit Workouts & Meal Planner,"Excellent, lots choices different exercises depending needs are, nice fresh easy meal ideas always fun motivating.",Positive,0.438888889,0.688888889
8fit Workouts & Meal Planner,Great app! I love guidance quick demos correct way exercise. The structure workout routine helps.,Positive,0.611111111,0.616666667
8fit Workouts & Meal Planner,Easy follow. You certainly feel burn. Great ready exercise need help so.,Positive,0.411904762,0.663690476
8fit Workouts & Meal Planner,"Awesome App, easy follow. Creative fulfilling workouts... I'm really happy I chose 8 Fit!",Positive,0.646666667,0.846666667
8fit Workouts & Meal Planner,"It's good app, need visit gym cos exercises something home.",Positive,0.7,0.6
8fit Workouts & Meal Planner,Great keep accountable give diet exercise perfectly match goals. I highly recommend it!,Positive,0.666666667,0.763333333
8fit Workouts & Meal Planner,Loving app! The meal plans great. The recipes awesome. The exercises easy follow. I'm feeling better I'm already seeing results.,Positive,0.696666667,0.806666667
8fit Workouts & Meal Planner,"Great app! Easy use, easy video instructions needed exercise! You set reminder next day!",Positive,0.49375,0.604166667
8fit Workouts & Meal Planner,Great fitness level. I like change routine every day get boring.,Negative,-0.1,0.875
8fit Workouts & Meal Planner,Love free version. Probably going pay pro version soon. Definitely great way work strength & cardio well,Positive,0.566666667,0.716666667
8fit Workouts & Meal Planner,"It's perfect beginners, challenging gives results stay constant trust process.",Positive,0.5,0.777777778
8fit Workouts & Meal Planner,Makes fun easy work longest work I've 17 mins perfect working mom.,Positive,0.577777778,0.677777778
8fit Workouts & Meal Planner,"Just started this. So far? Clean, simple, intuitive. Good meal plans workouts. Going stick while!",Positive,0.335416667,0.664285714
8fit Workouts & Meal Planner,"love app! easy straight forward, tailor fit schedule! Meal plans amazing tasty!!",Positive,0.539166667,0.626666667
8fit Workouts & Meal Planner,"I loving it! It really improved daily routine, helped keep ""daily"".",Positive,0.2375,0.2875
8fit Workouts & Meal Planner,"Challenging. Pushing limits without overstepping. Enough make sweat, work it, push harder. Great app.",Positive,0.3,0.5625
8fit Workouts & Meal Planner,"Love reminds work out, tracks progress, gives exercises try choice own.",Positive,0.55,0.8
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,nan,nan,nan,nan
8fit Workouts & Meal Planner,Amazing app! The workouts based skill level super helpful whatever personal goal is!,Positive,0.361111111,0.622222222
